gameId,gameDateTimeEst,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId
22500306,2025-11-30 14:00:00,Minnesota,Timberwolves,1610612750,San Antonio,Spurs,1610612759,1,1,125,112,35,0,5,87,49,0.563,37,17,0.459,13,10,0.769,26,10,36,16,12,13,240,32,29,28,36,32,16,8,10,7,9,52,18,9,0,12,8,
22500306,2025-11-30 14:00:00,San Antonio,Spurs,1610612759,Minnesota,Timberwolves,1610612750,0,0,112,125,17,1,10,84,44,0.524,33,8,0.242,19,16,0.842,26,7,33,15,10,-13,240,37,25,31,19,49,10,8,10,10,20,58,10,9,0,13,6,
22500304,2025-11-30 13:00:00,Atlanta,Hawks,1610612737,Philadelphia,76ers,1610612755,0,1,142,134,36,6,10,104,48,0.462,45,15,0.333,41,31,0.756,44,14,58,27,21,8,290,25,32,26,32,28,8,13,21,23,20,60,16,19,0,13,8,
22500302,2025-11-30 13:00:00,Boston,Celtics,1610612738,Cleveland,Cavaliers,1610612739,0,1,117,115,19,4,9,81,40,0.494,40,14,0.35,29,23,0.793,31,15,46,17,16,2,240,28,30,32,27,26,21,14,6,16,20,42,16,6,0,11,9,
22500302,2025-11-30 13:00:00,Cleveland,Cavaliers,1610612739,Boston,Celtics,1610612738,1,0,115,117,28,2,7,94,43,0.457,52,20,0.385,13,9,0.692,27,16,43,22,13,-2,240,26,25,28,36,24,5,9,6,20,25,42,18,6,0,12,9,
22500303,2025-11-30 13:00:00,New York,Knicks,1610612752,Toronto,Raptors,1610612761,1,1,116,94,27,3,9,96,44,0.458,45,16,0.356,16,12,0.75,36,25,61,15,18,22,240,41,18,34,23,28,24,12,1,11,24,48,22,1,1,13,6,
22500304,2025-11-30 13:00:00,Philadelphia,76ers,1610612755,Atlanta,Hawks,1610612737,1,0,134,142,26,6,14,105,46,0.438,44,10,0.227,38,32,0.842,35,11,46,28,18,-8,290,29,29,31,26,39,9,11,21,14,20,58,15,19,0,10,9,
22500305,2025-11-30 13:00:00,Portland,Trail Blazers,1610612757,Oklahoma City,Thunder,1610612760,1,0,115,123,22,5,8,89,35,0.393,49,16,0.327,37,29,0.784,36,13,49,22,14,-8,240,19,36,32,28,29,4,8,15,15,12,36,9,22,0,8,12,
22500305,2025-11-30 13:00:00,Oklahoma City,Thunder,1610612760,Portland,Trail Blazers,1610612757,0,1,123,115,27,9,7,90,44,0.489,29,10,0.345,32,25,0.781,41,8,49,29,12,8,240,24,30,31,38,49,11,9,15,17,22,56,21,22,0,20,1,
22500303,2025-11-30 13:00:00,Toronto,Raptors,1610612761,New York,Knicks,1610612752,0,0,94,116,27,6,9,88,37,0.42,37,11,0.297,17,9,0.529,26,14,40,15,18,-22,240,22,30,25,17,32,2,14,1,25,19,48,9,1,0,14,7,
22500301,2025-11-30 10:00:00,Houston,Rockets,1610612745,Utah,Jazz,1610612762,0,1,129,101,30,7,14,87,46,0.529,31,11,0.355,33,26,0.788,35,15,50,18,14,28,240,30,37,31,31,48,37,19,7,21,22,58,21,2,1,13,4,
22500301,2025-11-30 10:00:00,Utah,Jazz,1610612762,Houston,Rockets,1610612745,1,0,101,129,32,4,8,88,39,0.443,32,9,0.281,15,14,0.933,24,9,33,23,17,-28,240,21,27,20,33,39,2,7,7,8,22,52,14,2,1,6,13,
22500300,2025-11-29 17:00:00,Dallas,Mavericks,1610612742,LA,Clippers,1610612746,0,1,114,110,22,2,15,90,40,0.444,39,11,0.282,28,23,0.821,33,4,37,19,8,4,240,25,24,34,31,41,5,10,15,12,20,50,9,9,0,6,15,
22500300,2025-11-29 17:00:00,LA,Clippers,1610612746,Dallas,Mavericks,1610612742,1,0,110,114,25,6,5,80,37,0.463,25,7,0.28,31,29,0.935,41,5,46,21,18,-4,240,28,28,27,27,5,10,10,15,15,12,48,6,9,0,5,15,
22500299,2025-11-29 16:00:00,Denver,Nuggets,1610612743,Phoenix,Suns,1610612756,0,1,130,112,36,5,2,76,44,0.579,38,22,0.579,21,20,0.952,30,10,40,20,16,18,240,30,33,33,34,38,21,12,3,9,7,42,12,7,1,14,5,
22500299,2025-11-29 16:00:00,Phoenix,Suns,1610612756,Denver,Nuggets,1610612743,1,0,112,130,23,2,11,88,39,0.443,42,14,0.333,26,20,0.769,21,11,32,23,7,-18,240,25,35,25,27,28,8,8,3,17,23,42,12,7,0,12,9,
